Device_ID,Device_Type,Purchase_Date,Manufacturer,Model,Country,Maintenance_Report,Age,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class
MD10340,ECG Machine,2010-12-07,CardioSync,Model-100,UK,Component replaced after overheating.,6.997869574638017,8760.80026701235,21.3481870082587,5,4,2
MD10341,Ventilator,2010-12-08,MediTech,Model-450,UK,Component replaced after overheating.,4.687991227266714,2838.160043903355,17.02761765404079,4,3,1
MD10342,ECG Machine,2010-12-09,HealthCorp,Model-450,India,Voltage spike observed.,3.935246008862939,3890.641047058231,2.06968435024317,2,1,0
MD10343,MRI Scanner,2010-12-10,BioSystems,Model-100,Japan,Routine check completed.,8.769624506205027,5445.240433230968,16.46003646729524,5,4,2
MD10344,Defibrillator,2010-12-11,BioSystems,Model-100,USA,Routine check completed.,4.806351404559453,7290.909594206879,5.661635813984059,3,4,2
MD10345,Ventilator,2010-12-12,CardioSync,Model-900,USA,Operational lag reported.,11.83189444504745,9506.080895835845,17.170185038492747,4,5,2
MD10346,Defibrillator,2010-12-13,HealthCorp,Model-900,Germany,Battery wear detected.,7.499763286211767,10057.04043890931,29.09525093953867,6,7,3
MD10347,MRI Scanner,2010-12-14,MediTech,Model-900,USA,Component replaced after overheating.,5.866567190615123,5240.154786732482,12.005048525462923,2,2,1
MD10348,Ventilator,2010-12-15,HealthCorp,Model-600,Germany,Routine check completed.,10.966568034417648,8158.618671806423,16.587980432690813,5,4,2
MD10349,Defibrillator,2010-12-16,CardioSync,Model-100,Japan,Operational lag reported.,4.321838874743039,8188.565632347247,11.863262288247752,4,5,2
MD10350,MRI Scanner,2010-12-17,MediTech,Model-450,Germany,Routine check completed.,4.9872726078663225,3881.4435742111937,4.363857536221509,3,2,0
MD10351,ECG Machine,2010-12-18,BioSystems,Model-900,Japan,Routine check completed.,1.3444171670667702,4695.286806942759,5.485791845111613,3,0,0
MD10352,Ventilator,2010-12-19,MediTech,Model-450,UK,Battery wear detected.,7.521984161539822,3683.680730876431,6.968850404979753,2,1,1
MD10353,Ventilator,2010-12-20,MediTech,Model-600,India,Operational lag reported.,3.637814583574373,2266.3729656917885,8.416678183225887,3,2,0
MD10354,Ventilator,2010-12-21,MediTech,Model-100,USA,Component replaced after overheating.,8.380964587545392,4044.3099088057415,15.57788261903072,3,2,1
MD10355,ECG Machine,2010-12-22,MediTech,Model-450,Japan,Routine check completed.,11.512916413972906,10154.514419566902,24.690304643595983,6,5,3
MD10356,MRI Scanner,2010-12-23,BioSystems,Model-600,Japan,Routine check completed.,3.3199489805040185,5299.531025576571,0.5370944826908062,3,0,0
MD10357,MRI Scanner,2010-12-24,MediTech,Model-600,UK,Component replaced after overheating.,7.771617421175927,6517.559904110824,27.28212653622748,6,9,3
MD10358,Defibrillator,2010-12-25,CardioSync,Model-100,Germany,Voltage spike observed.,2.6322667021834665,3864.8549425454185,7.2544621296760035,3,1,0
MD10359,ECG Machine,2010-12-26,CardioSync,Model-100,Germany,Battery wear detected.,11.320439766333992,7104.076912661256,21.825128201299243,3,3,2
MD10360,MRI Scanner,2010-12-27,HealthCorp,Model-600,UK,Battery wear detected.,15.0,8866.462189781338,25.16749420965063,5,7,3
MD10361,ECG Machine,2010-12-28,BioSystems,Model-100,Japan,Component replaced after overheating.,6.600543025363834,8414.398251515018,20.647555565231205,5,5,2
MD10362,MRI Scanner,2010-12-29,CardioSync,Model-600,USA,Component replaced after overheating.,5.690364782580102,4430.927177426048,8.470813144546678,3,2,0
MD10363,Ventilator,2010-12-30,HealthCorp,Model-900,Japan,Component replaced after overheating.,2.699341697067343,2217.7109684108827,8.662726097740162,3,0,0
MD10364,MRI Scanner,2010-12-31,MediTech,Model-100,Japan,Component replaced after overheating.,6.377592139674079,7332.361490490169,27.48185189010535,5,3,2
MD10365,Defibrillator,2011-01-01,CardioSync,Model-600,Germany,Routine check completed.,4.65335320244046,3077.3635239387554,2.85125370530284,3,0,0
MD10366,Defibrillator,2011-01-02,BioSystems,Model-100,India,Battery wear detected.,3.523225908470271,3521.0616854648647,10.683555914392532,2,2,1
MD10367,MRI Scanner,2011-01-03,HealthCorp,Model-900,UK,Voltage spike observed.,4.877985491269628,10424.107292377255,16.997477254824062,3,3,2
MD10368,Ventilator,2011-01-04,MediTech,Model-100,India,Battery wear detected.,7.581321047971236,4185.107136663367,4.796058338172864,4,2,1
MD10369,Defibrillator,2011-01-05,MediTech,Model-450,Japan,Component replaced after overheating.,7.189431463075545,10077.75581877767,24.908014475489303,4,9,3
MD10370,ECG Machine,2011-01-06,HealthCorp,Model-900,USA,Component replaced after overheating.,0.0,3326.50596086643,6.138205413062632,3,0,0
MD10371,MRI Scanner,2011-01-07,BioSystems,Model-900,Germany,Operational lag reported.,2.9539894806158906,3568.9650817388247,12.532007686213872,2,3,1
MD10372,MRI Scanner,2011-01-08,CardioSync,Model-100,UK,Component replaced after overheating.,8.867265620008117,10989.604552128749,20.916310219907352,5,3,2
MD10373,MRI Scanner,2011-01-09,CardioSync,Model-900,USA,Component replaced after overheating.,6.6668651543756905,11119.443086476283,32.64995823428963,6,5,3
MD10374,MRI Scanner,2011-01-10,MediTech,Model-100,Germany,Voltage spike observed.,5.393209118403957,6928.843809240891,8.351721859909102,4,2,1
MD10375,MRI Scanner,2011-01-11,MediTech,Model-450,Germany,Routine check completed.,12.005934422556482,5104.790301590048,36.237203243592575,4,3,2
MD10376,ECG Machine,2011-01-12,BioSystems,Model-600,Japan,Operational lag reported.,4.67574645649078,2751.984075848213,5.165122424526712,1,0,0
MD10377,Defibrillator,2011-01-13,CardioSync,Model-100,USA,Battery wear detected.,2.3666133325514536,3960.143815561974,3.5282045896774408,2,0,0
MD10378,MRI Scanner,2011-01-14,CardioSync,Model-900,USA,Component replaced after overheating.,9.357919016528903,9231.904172778708,11.84431128225463,3,5,2
MD10379,ECG Machine,2011-01-15,BioSystems,Model-600,India,Operational lag reported.,10.962514196572752,4971.9660878179175,37.137668560713394,4,7,3
MD10380,Ventilator,2011-01-16,HealthCorp,Model-100,USA,Voltage spike observed.,11.213787167722122,9723.774820166103,27.0596300326698,6,8,3
MD10381,Ventilator,2011-01-17,BioSystems,Model-900,Germany,Operational lag reported.,6.787652877901486,4706.803450525165,8.782433615908497,4,3,1
MD10382,Ventilator,2011-01-18,BioSystems,Model-100,India,Component replaced after overheating.,5.8155645755657375,7661.293665274348,13.865233412836178,3,2,1
MD10383,Ventilator,2011-01-19,MediTech,Model-100,UK,Battery wear detected.,7.020971015592112,9238.56453023176,17.19718987829866,3,5,2
MD10384,ECG Machine,2011-01-20,MediTech,Model-600,UK,Battery wear detected.,3.277379249724065,2487.901640493966,7.399553557565936,3,2,0
MD10385,Defibrillator,2011-01-21,CardioSync,Model-600,India,Voltage spike observed.,6.198757060063167,3614.95712729238,2.653266353660392,1,1,0
MD10386,MRI Scanner,2011-01-22,CardioSync,Model-450,USA,Routine check completed.,4.95996029696654,10329.192151608486,27.850990053094005,6,6,3
MD10387,Ventilator,2011-01-23,MediTech,Model-600,India,Component replaced after overheating.,3.194104725820843,2589.7569421748503,7.730789821301562,1,2,0
MD10388,Defibrillator,2011-01-24,MediTech,Model-450,USA,Component replaced after overheating.,4.072441583347223,2616.2285083166385,2.21714058093937,3,2,0
MD10389,Defibrillator,2011-01-25,CardioSync,Model-450,Japan,Component replaced after overheating.,8.217918338987324,12108.99206428765,31.07456924203744,4,9,3
MD10390,ECG Machine,2011-01-26,MediTech,Model-100,Japan,Battery wear detected.,1.4941411007761864,2873.8415783043165,9.89010524086307,1,2,0
MD10391,MRI Scanner,2011-01-27,BioSystems,Model-900,India,Battery wear detected.,7.3281412526533884,4952.8603759122125,11.94149149896516,3,1,1
MD10392,ECG Machine,2011-01-28,MediTech,Model-450,USA,Operational lag reported.,6.115906302637695,9772.69877409946,18.71573410443732,5,5,2
MD10393,Ventilator,2011-01-29,BioSystems,Model-600,Germany,Routine check completed.,9.058561232848083,6798.05664288538,7.45407969003962,4,5,2
MD10394,ECG Machine,2011-01-30,HealthCorp,Model-600,UK,Battery wear detected.,4.9206446502720524,9200.640180523122,24.206192131530127,5,5,2
MD10395,MRI Scanner,2011-01-31,HealthCorp,Model-600,USA,Voltage spike observed.,7.234696099541739,5660.202947671183,17.128862734821624,5,4,2
MD10396,Defibrillator,2011-02-01,MediTech,Model-100,USA,Voltage spike observed.,12.509851992459112,11351.334424753008,37.00844304886906,4,5,3
MD10397,MRI Scanner,2011-02-02,HealthCorp,Model-100,USA,Operational lag reported.,8.201008060967338,7211.900677662687,27.64622868734937,6,5,3
MD10398,MRI Scanner,2011-02-03,CardioSync,Model-100,UK,Battery wear detected.,3.2744685226547974,5566.138486715615,8.850529779112541,4,3,1
MD10399,MRI Scanner,2011-02-04,MediTech,Model-100,India,Component replaced after overheating.,6.766812367953145,6138.120037507299,12.210037855697973,4,2,1
MD10400,Ventilator,2011-02-05,MediTech,Model-600,Germany,Battery wear detected.,5.859868766971586,6953.085631805818,10.556216669740538,4,3,2
MD10401,ECG Machine,2011-02-06,MediTech,Model-900,Japan,Battery wear detected.,5.453251182518217,5942.305622009111,7.637659564447401,3,3,1
MD10402,Ventilator,2011-02-07,MediTech,Model-600,Germany,Routine check completed.,0.0958343481208441,4807.554521776509,10.82376967316152,2,3,1
MD10403,ECG Machine,2011-02-08,BioSystems,Model-450,India,Routine check completed.,2.956316969268208,5259.531297711954,13.38711599010268,3,3,1
MD10404,MRI Scanner,2011-02-09,CardioSync,Model-100,Japan,Component replaced after overheating.,7.685516470560622,3874.467972875677,8.881249272248118,2,3,1
MD10405,Defibrillator,2011-02-10,BioSystems,Model-600,Germany,Battery wear detected.,3.501972737161481,3024.837256149609,8.157468640399351,1,1,0
MD10406,Defibrillator,2011-02-11,BioSystems,Model-100,USA,Component replaced after overheating.,0.0,3378.743934760603,8.25472051664678,1,0,0
MD10407,Defibrillator,2011-02-12,HealthCorp,Model-100,India,Operational lag reported.,5.947074136739253,7697.122022296429,18.32547684277308,4,4,2
MD10408,MRI Scanner,2011-02-13,BioSystems,Model-450,Japan,Battery wear detected.,6.394957569412586,6508.717384054616,12.31950484268759,4,3,2
MD10409,ECG Machine,2011-02-14,CardioSync,Model-600,UK,Voltage spike observed.,3.235342795558318,4614.318225256295,6.415028763998166,1,0,0
MD10410,MRI Scanner,2011-02-15,HealthCorp,Model-100,Germany,Battery wear detected.,2.9705989627366907,5200.528647382436,5.910854153785363,1,0,0
MD10411,ECG Machine,2011-02-16,MediTech,Model-900,Japan,Component replaced after overheating.,4.649034462011623,3230.1290562600443,5.367791364133506,2,3,1
MD10412,MRI Scanner,2011-02-17,CardioSync,Model-600,India,Battery wear detected.,5.318394733986255,4585.378098365703,7.663714303282479,2,2,1
MD10413,ECG Machine,2011-02-18,MediTech,Model-100,Germany,Component replaced after overheating.,8.83090921064349,5595.809123443264,10.943834813559622,4,3,1
MD10414,MRI Scanner,2011-02-19,MediTech,Model-600,UK,Operational lag reported.,6.733844798017434,3655.663404772568,17.534971090320404,3,1,1
MD10415,ECG Machine,2011-02-20,HealthCorp,Model-450,Germany,Voltage spike observed.,4.311523797837791,2543.0169539224407,2.9705491968939475,2,1,0
MD10416,MRI Scanner,2011-02-21,CardioSync,Model-900,Japan,Routine check completed.,7.008129662998264,6206.21584261304,13.775628548078478,2,3,1
MD10417,MRI Scanner,2011-02-22,MediTech,Model-100,India,Routine check completed.,5.832543810967715,2951.8509422613124,9.361890782253925,2,0,0
MD10418,ECG Machine,2011-02-23,HealthCorp,Model-100,USA,Component replaced after overheating.,14.13585655657226,10839.194139646805,24.963189132826137,4,5,2
MD10419,Defibrillator,2011-02-24,BioSystems,Model-900,Japan,Voltage spike observed.,7.04904509279125,5216.773907694034,14.87177793611935,3,2,1
MD10420,Ventilator,2011-02-25,HealthCorp,Model-100,UK,Operational lag reported.,6.186662358214799,5723.726523300171,28.781712563144,5,3,2
MD10421,Ventilator,2011-02-26,HealthCorp,Model-900,Germany,Operational lag reported.,3.417286849301096,4303.921371410258,8.194389146473085,2,3,1
MD10422,Ventilator,2011-02-27,CardioSync,Model-600,India,Voltage spike observed.,0.4429769974555819,3610.3537307102233,5.372331348546856,2,1,0
MD10423,ECG Machine,2011-02-28,BioSystems,Model-900,India,Component replaced after overheating.,8.21874521866203,6661.774106490094,17.604900056951315,4,5,2
MD10424,MRI Scanner,2011-03-01,BioSystems,Model-900,Germany,Operational lag reported.,5.921701452636468,5136.241978802389,12.150938993122956,2,2,1
MD10425,ECG Machine,2011-03-02,BioSystems,Model-450,Germany,Operational lag reported.,4.330299476417848,7976.930211204362,13.471215481836245,2,3,1
MD10426,Defibrillator,2011-03-03,BioSystems,Model-450,Japan,Routine check completed.,5.801212122675521,1009.4591936338516,9.04145771046396,2,0,0
MD10427,Ventilator,2011-03-04,HealthCorp,Model-900,Germany,Battery wear detected.,4.382030420926226,3132.146417749347,6.364112616875522,3,1,1
MD10428,Defibrillator,2011-03-05,BioSystems,Model-100,India,Component replaced after overheating.,5.300222319496037,3171.128115917867,9.667404208642278,3,3,1
MD10429,Ventilator,2011-03-06,CardioSync,Model-450,UK,Routine check completed.,6.48958902654074,5686.044578659576,13.132288607322687,3,3,1
MD10430,ECG Machine,2011-03-07,HealthCorp,Model-900,USA,Voltage spike observed.,5.667080611827327,4050.891957687965,12.849273602420892,3,1,1
MD10431,Defibrillator,2011-03-08,HealthCorp,Model-450,Japan,Battery wear detected.,4.6134213195342575,8382.373549325132,8.278722647260306,5,5,2
MD10432,Defibrillator,2011-03-09,HealthCorp,Model-900,Germany,Operational lag reported.,4.148787085775415,6729.215815820273,27.49277457125737,4,4,2
MD10433,Ventilator,2011-03-10,HealthCorp,Model-900,Japan,Operational lag reported.,10.727415859630478,7121.890022182967,19.796615398295035,5,5,2
MD10434,Ventilator,2011-03-11,BioSystems,Model-900,UK,Voltage spike observed.,9.189595571431727,4491.930673995913,4.518302858021432,2,3,1
MD10435,Defibrillator,2011-03-12,CardioSync,Model-450,Germany,Component replaced after overheating.,2.129892575901255,2298.066171277763,9.52421957110053,3,2,0
MD10436,Ventilator,2011-03-13,BioSystems,Model-100,Germany,Battery wear detected.,5.923527487589798,8734.153860388731,19.4775598862476,6,5,3
MD10437,ECG Machine,2011-03-14,MediTech,Model-600,UK,Routine check completed.,3.3736575889843707,3262.4187567120093,6.278162949972828,1,2,0
MD10438,ECG Machine,2011-03-15,BioSystems,Model-450,USA,Operational lag reported.,5.604894208294796,8491.57898030133,11.941457303446668,2,3,1
MD10439,Ventilator,2011-03-16,HealthCorp,Model-600,Germany,Component replaced after overheating.,9.597932000192737,10121.438173805354,37.69931110172314,6,6,3
MD10440,Ventilator,2011-03-17,MediTech,Model-600,UK,Operational lag reported.,2.1568799332890896,2437.691254927045,0.0,1,1,0
MD10441,Defibrillator,2011-03-18,BioSystems,Model-100,UK,Operational lag reported.,9.162551751432158,7506.824832417716,21.23143620512993,3,3,2
MD10442,MRI Scanner,2011-03-19,BioSystems,Model-600,USA,Routine check completed.,4.446761351302958,6023.1619855457975,8.181234190700742,2,1,1
MD10443,ECG Machine,2011-03-20,CardioSync,Model-600,USA,Operational lag reported.,6.621299841811778,5490.308523546799,7.063070825734094,3,1,1
MD10444,Ventilator,2011-03-21,CardioSync,Model-900,USA,Routine check completed.,1.0555186282080382,6527.353701241545,2.195309730789689,4,2,1
MD10445,ECG Machine,2011-03-22,MediTech,Model-100,USA,Operational lag reported.,0.0,4053.557002629468,8.792114139059874,4,3,1
MD10446,ECG Machine,2011-03-23,CardioSync,Model-100,UK,Routine check completed.,3.817620748259273,5867.589421013944,0.3715121376585175,2,1,0
MD10447,Defibrillator,2011-03-24,HealthCorp,Model-600,UK,Battery wear detected.,6.89753860016892,4862.988277181512,20.407095069664948,5,7,3
MD10448,Defibrillator,2011-03-25,BioSystems,Model-900,Germany,Component replaced after overheating.,9.306175524660173,8937.303989887037,18.620272169315815,5,9,3
MD10449,ECG Machine,2011-03-26,CardioSync,Model-600,Japan,Voltage spike observed.,0.715475784006439,2463.337826533476,8.495500096522397,2,0,0
MD10450,ECG Machine,2011-03-27,HealthCorp,Model-450,India,Component replaced after overheating.,5.434481835064929,3719.23558275776,8.353080222108435,3,1,0
MD10451,ECG Machine,2011-03-28,MediTech,Model-450,USA,Routine check completed.,10.215383447858118,6811.517411334912,29.97816234092821,4,8,3
MD10452,ECG Machine,2011-03-29,CardioSync,Model-900,Japan,Voltage spike observed.,9.933723215092815,6467.578832746495,29.170780301171504,5,3,2
MD10453,Defibrillator,2011-03-30,CardioSync,Model-450,Japan,Battery wear detected.,9.5418606744057,10809.023368594157,23.996321459956093,6,7,3
MD10454,Defibrillator,2011-03-31,HealthCorp,Model-100,USA,Component replaced after overheating.,3.8659018375326553,2720.841316621097,2.72273061270373,1,0,0
MD10455,MRI Scanner,2011-04-01,MediTech,Model-600,Germany,Battery wear detected.,6.349349974999922,9648.333398018676,16.709001983642658,3,3,2
MD10456,ECG Machine,2011-04-02,HealthCorp,Model-600,Germany,Component replaced after overheating.,5.718567384673279,6607.786448076642,13.780918443300978,3,3,1
MD10457,Ventilator,2011-04-03,HealthCorp,Model-900,UK,Voltage spike observed.,4.065284573804552,5082.024370354229,7.362216199397434,4,3,1
MD10458,ECG Machine,2011-04-04,HealthCorp,Model-600,Japan,Routine check completed.,6.868337342578945,9393.589775273043,18.93846247604725,3,5,2
MD10459,Defibrillator,2011-04-05,HealthCorp,Model-600,Japan,Operational lag reported.,5.747889140442346,3679.097070803862,1.7904094097678938,2,1,0
MD10460,Defibrillator,2011-04-06,HealthCorp,Model-600,UK,Battery wear detected.,8.825096815978487,11689.64191164337,38.24991394879056,5,5,3
MD10461,MRI Scanner,2011-04-07,MediTech,Model-900,UK,Operational lag reported.,8.900429287780739,11844.691114048956,37.17233961699417,6,8,3
MD10462,Defibrillator,2011-04-08,MediTech,Model-100,Germany,Operational lag reported.,6.984206148021807,4591.747279063563,28.461121349062665,6,7,3
MD10463,Defibrillator,2011-04-09,MediTech,Model-100,Japan,Routine check completed.,2.561730557537404,3009.4064118115693,6.072227060861799,4,3,1
MD10464,Ventilator,2011-04-10,HealthCorp,Model-600,India,Routine check completed.,9.18124105995732,6629.769589508359,29.6233963202727,5,5,3
MD10465,Defibrillator,2011-04-11,BioSystems,Model-600,UK,Routine check completed.,9.310889412671418,8943.358540220663,30.68832458760756,4,5,2
MD10466,Ventilator,2011-04-12,MediTech,Model-900,USA,Voltage spike observed.,6.93639826470841,4599.306166581477,6.519188847271615,3,2,0
MD10467,Defibrillator,2011-04-13,HealthCorp,Model-900,Japan,Voltage spike observed.,11.2813090809389,7960.382517549945,16.864246591808843,5,4,2
MD10468,ECG Machine,2011-04-14,MediTech,Model-450,India,Battery wear detected.,9.615990055191244,10255.241424626838,39.76006209731965,6,8,3
MD10469,MRI Scanner,2011-04-15,CardioSync,Model-900,Germany,Battery wear detected.,2.119803845320315,5018.188737259604,7.402017709233359,3,3,1
MD10470,ECG Machine,2011-04-16,MediTech,Model-900,India,Component replaced after overheating.,3.355040129904986,4121.234332637317,7.34345582910022,2,0,0
MD10471,Defibrillator,2011-04-17,HealthCorp,Model-900,UK,Routine check completed.,7.839406363471408,7736.846273877201,21.721324667277106,4,4,2
MD10472,Defibrillator,2011-04-18,MediTech,Model-900,Japan,Operational lag reported.,5.106024812844851,5450.544610126727,10.751407221397631,2,0,0
MD10473,ECG Machine,2011-04-19,BioSystems,Model-100,USA,Routine check completed.,11.764347498615832,5450.2623119944665,22.82479517454108,5,7,3
MD10474,MRI Scanner,2011-04-20,CardioSync,Model-600,Germany,Battery wear detected.,3.985715249431692,3445.432917843458,12.08614150055067,3,0,0
MD10475,MRI Scanner,2011-04-21,MediTech,Model-600,India,Battery wear detected.,2.1840765618613918,3971.060701418296,5.167103845774387,2,0,0
MD10476,Defibrillator,2011-04-22,BioSystems,Model-900,UK,Component replaced after overheating.,6.137499601870139,7618.411907468478,14.319480136968302,4,3,1
MD10477,MRI Scanner,2011-04-23,CardioSync,Model-450,USA,Voltage spike observed.,9.772408959012196,4849.452271123904,23.220757779198905,4,3,2
MD10478,Defibrillator,2011-04-24,BioSystems,Model-100,Germany,Routine check completed.,8.56637439579293,13003.3061266684,21.90925859875248,4,6,3
MD10479,Defibrillator,2011-04-25,HealthCorp,Model-600,Germany,Operational lag reported.,6.916620833051345,3053.365068515757,9.905781955710152,3,1,1
MD10480,ECG Machine,2011-04-26,MediTech,Model-600,India,Routine check completed.,8.24114651122798,13112.682532591907,24.21291049848716,5,8,3
MD10481,Ventilator,2011-04-27,HealthCorp,Model-100,India,Routine check completed.,3.570485621087109,2852.222947842976,7.359867658924075,2,2,0
MD10482,Ventilator,2011-04-28,BioSystems,Model-900,India,Component replaced after overheating.,5.612181580430553,7862.874807659402,18.926165592730804,2,1,1
MD10483,MRI Scanner,2011-04-29,HealthCorp,Model-450,Germany,Operational lag reported.,4.347408670348119,3330.075576111636,10.0837549823077,2,1,1
MD10484,MRI Scanner,2011-04-30,HealthCorp,Model-900,Japan,Component replaced after overheating.,10.503935051875166,7847.586558494924,17.240377143118533,6,9,3
MD10485,ECG Machine,2011-05-01,BioSystems,Model-100,USA,Voltage spike observed.,7.011842704622634,3756.64877124277,7.331258999640918,2,3,1
MD10486,MRI Scanner,2011-05-02,MediTech,Model-900,India,Battery wear detected.,1.5009075225055075,4130.6104648814135,3.2397090834176177,1,1,0
MD10487,Ventilator,2011-05-03,BioSystems,Model-100,India,Routine check completed.,9.816089827350597,10517.657663353762,33.143880811040425,4,8,3
MD10488,Defibrillator,2011-05-04,MediTech,Model-100,UK,Battery wear detected.,2.453741709689157,4078.656574810824,5.036688628868882,1,0,0
MD10489,Ventilator,2011-05-05,MediTech,Model-600,India,Component replaced after overheating.,8.764357101213092,3990.6262289641536,6.814977157412009,3,1,1
MD10490,Ventilator,2011-05-06,BioSystems,Model-100,Germany,Component replaced after overheating.,1.200464213286058,4277.556795548477,7.418699994625987,2,3,1
MD10491,MRI Scanner,2011-05-07,MediTech,Model-900,UK,Component replaced after overheating.,5.057023816669819,4790.540458691648,8.274020510500412,2,1,0
MD10492,Ventilator,2011-05-08,MediTech,Model-900,Germany,Battery wear detected.,7.6522227088401795,10583.207642223795,34.79193823394104,6,9,3
MD10493,Defibrillator,2011-05-09,HealthCorp,Model-450,UK,Battery wear detected.,12.891275464266972,13323.256511404168,21.451067476475327,6,8,3
MD10494,MRI Scanner,2011-05-10,BioSystems,Model-450,India,Routine check completed.,7.636736909332315,6487.335954323082,8.424450687694948,3,3,1
MD10495,Defibrillator,2011-05-11,BioSystems,Model-900,Germany,Operational lag reported.,9.342751000250296,9411.36475824313,18.15813530760196,5,3,2
MD10496,Ventilator,2011-05-12,MediTech,Model-100,UK,Routine check completed.,1.883544541310507,2564.2516559109995,3.593822996043753,2,0,0
MD10497,ECG Machine,2011-05-13,MediTech,Model-900,India,Operational lag reported.,6.1286486794296176,4115.104893583615,2.61876618736155,1,0,0
MD10498,MRI Scanner,2011-05-14,MediTech,Model-100,India,Operational lag reported.,13.97615114288007,9504.331337339858,20.644434917033443,3,5,2
MD10499,Defibrillator,2011-05-15,BioSystems,Model-900,India,Operational lag reported.,8.22889113936509,9320.519330927604,31.07449812511265,5,9,3
MD10500,ECG Machine,2011-05-16,CardioSync,Model-450,Japan,Component replaced after overheating.,7.439589989583728,4247.187798088179,12.895857866301393,2,2,1
MD10501,Ventilator,2011-05-17,CardioSync,Model-600,India,Component replaced after overheating.,7.324071019720524,3627.625764779556,10.49622106583813,4,1,1
MD10502,Defibrillator,2011-05-18,HealthCorp,Model-600,UK,Battery wear detected.,7.820147476158025,6121.66921896965,11.49181071035748,3,1,1
MD10503,Defibrillator,2011-05-19,BioSystems,Model-900,Japan,Operational lag reported.,0.8211972027786629,2987.864923890408,12.007588565682015,3,0,0
MD10504,Ventilator,2011-05-20,MediTech,Model-100,Japan,Component replaced after overheating.,3.2226944125265025,6918.603786172051,7.020409734388434,3,3,1
MD10505,Ventilator,2011-05-21,HealthCorp,Model-900,UK,Component replaced after overheating.,8.323175317070403,7349.38209669915,23.248499542586472,5,5,2
MD10506,ECG Machine,2011-05-22,BioSystems,Model-600,Japan,Voltage spike observed.,12.176018272456602,11312.942698895104,20.441815480489826,4,7,3
MD10507,ECG Machine,2011-05-23,CardioSync,Model-900,USA,Routine check completed.,1.5238125903169149,4242.032262032403,12.433222199524586,4,3,2
MD10508,Ventilator,2011-05-24,CardioSync,Model-100,USA,Voltage spike observed.,6.629821078732316,1890.077243417782,15.85927169018159,4,2,1
MD10509,ECG Machine,2011-05-25,MediTech,Model-450,India,Component replaced after overheating.,14.452477031592156,8485.332506494475,38.43389842014032,6,6,3
MD10510,Defibrillator,2011-05-26,HealthCorp,Model-900,Japan,Voltage spike observed.,12.134692543286627,9082.33014253421,35.84780349054845,4,9,3
MD10511,MRI Scanner,2011-05-27,MediTech,Model-600,UK,Component replaced after overheating.,8.005906805331326,8566.869491123494,35.54605265439334,5,9,3
MD10512,ECG Machine,2011-05-28,MediTech,Model-100,USA,Routine check completed.,6.103544995486176,2847.4144612383398,8.443638071796126,1,0,0
MD10513,Ventilator,2011-05-29,HealthCorp,Model-450,Japan,Battery wear detected.,11.267351200394808,6077.408246868377,28.491836369615125,3,3,2
MD10514,ECG Machine,2011-05-30,CardioSync,Model-600,USA,Component replaced after overheating.,6.31391600846441,7094.302722055327,7.742747780239082,4,2,1
MD10515,Defibrillator,2011-05-31,HealthCorp,Model-600,UK,Battery wear detected.,0.7112365023408653,4716.748542827116,12.605694071361384,3,2,1
MD10516,ECG Machine,2011-06-01,CardioSync,Model-100,Germany,Routine check completed.,12.87190324980815,9055.916297926198,14.7416612027875,3,3,2
MD10517,Defibrillator,2011-06-02,MediTech,Model-600,Germany,Operational lag reported.,5.394704535879713,1387.3179416374892,5.6047720779080485,2,1,0
MD10518,Ventilator,2011-06-03,BioSystems,Model-100,UK,Component replaced after overheating.,6.5462486731399405,2018.4790609936688,6.617862305526304,2,1,0
MD10519,Ventilator,2011-06-04,CardioSync,Model-100,Germany,Routine check completed.,0.0,4570.554038359423,0.0,3,0,0
MD10520,ECG Machine,2011-06-05,CardioSync,Model-900,UK,Component replaced after overheating.,9.244933248163504,7392.240678454221,19.531573659573127,5,3,2
MD10521,Defibrillator,2011-06-06,CardioSync,Model-600,India,Operational lag reported.,8.380149151917522,6607.574780381279,22.970341015412743,4,6,3
MD10522,MRI Scanner,2011-06-07,HealthCorp,Model-600,UK,Battery wear detected.,2.184686063073619,2174.19380507258,11.111101915151368,1,1,0
MD10523,Defibrillator,2011-06-08,MediTech,Model-450,UK,Battery wear detected.,11.663943896118411,7355.84139325634,18.71339436591344,4,8,3
MD10524,MRI Scanner,2011-06-09,CardioSync,Model-600,India,Battery wear detected.,8.463995121254008,9809.099241165772,17.911112103656244,3,5,2
MD10525,Ventilator,2011-06-10,CardioSync,Model-100,UK,Routine check completed.,12.63427216742054,7437.914493010795,12.54127937675914,5,3,2
MD10526,ECG Machine,2011-06-11,CardioSync,Model-100,UK,Voltage spike observed.,6.881597201582258,8232.910729790494,9.16881013921721,4,5,2
MD10527,ECG Machine,2011-06-12,BioSystems,Model-100,India,Component replaced after overheating.,6.344044651805035,5784.917544983133,12.288153788241218,3,3,1
MD10528,Ventilator,2011-06-13,HealthCorp,Model-450,Germany,Battery wear detected.,10.617670781878104,6617.989103567062,23.652203147569058,3,4,2
MD10529,ECG Machine,2011-06-14,MediTech,Model-100,USA,Component replaced after overheating.,6.052144199263346,4317.956991490837,12.503367258976947,2,2,0
MD10530,Defibrillator,2011-06-15,HealthCorp,Model-600,Germany,Operational lag reported.,10.361532463067157,12849.35189156848,24.232627589316884,6,8,3
